"wordNo","origtext","boundary","prominence"
"0","Look","0","0"
"1","at","0","0"
"2","us.","2","0"
"3","Do","0","0"
"4","you","0","0"
"5","want","0","0"
"6","to","0","0"
"7","be","0","0"
"8","our","0","0"
"9","friend?","2","0"
"10","My","0","0"
"11","legs","0","0"
"12","are","0","0"
"13","very","0","0"
"14","strong.","2","0"
"15","I","0","0"
"16","can","0","0"
"17","run","0","0"
"18","really","0","0"
"19","fast","0","0"
"20","with","0","0"
"21","them.","2","0"
"22","And","0","0"
"23","my","0","0"
"24","arms...","2","0"
"25","such","0","0"
"26","a","0","0"
"27","nice","0","0"
"28","swing!","2","0"
"29","I","0","0"
"30","like","0","0"
"31","to","0","0"
"32","draw.","2","0"
"33","I","0","0"
"34","use","0","0"
"35","my","0","0"
"36","hands","0","0"
"37","for","0","0"
"38","drawing.","2","0"
"39","Should","0","0"
"40","I","0","0"
"41","draw","0","0"
"42","your","0","0"
"43","picture?","2","0"
"44","I","0","0"
"45","can","0","0"
"46","see","0","0"
"47","you","0","0"
"48","with","0","0"
"49","my","0","0"
"50","eyes.","2","0"
"51","The","0","0"
"52","bird","0","0"
"53","sings","0","0"
"54","a","0","0"
"55","sweet","0","0"
"56","song.","2","0"
"57","I","0","0"
"58","can","0","0"
"59","hear","0","0"
"60","it","0","0"
"61","with","0","0"
"62","my","0","0"
"63","ears.","2","0"
"64","I","0","0"
"65","think","0","0"
"66","Ma","0","0"
"67","is","0","0"
"68","making","0","0"
"69","halwa.","2","0"
