"wordNo","origtext","boundary","prominence"
"0","On","0","0"
"1","Sunday,","2","0"
"2","Manu's","0","0"
"3","parents","0","0"
"4","got","0","0"
"5","him","0","0"
"6","a","0","0"
"7","red","0","0"
"8","raincoat.","2","0"
"9","""Ma,","2","0"
"10","may","0","0"
"11","I","0","0"
"12","wear","0","0"
"13","it","0","0"
"14","now?""","2","0"
"15","asked","0","0"
"16","Manu.","2","0"
"17","""No,","2","0"
"18","my","0","0"
"19","dear,","2","0"
"20","the","0","0"
"21","rains","0","0"
"22","are","0","0"
"23","near,","2","0"
"24","but","0","0"
"25","just","0","0"
"26","now","0","0"
"27","the","0","0"
"28","sky","0","0"
"29","is","0","0"
"30","clear,""","2","0"
"31","said","0","0"
"32","Ma.","2","0"
"33","Monday","0","0"
"34","was","0","0"
"35","bright","0","0"
"36","and","0","0"
"37","sunny.","2","0"
"38","""WILL","0","0"
"39","it","0","0"
"40","rain","0","0"
"41","today,","2","0"
"42","Mummy?""","2","0"
"43","asked","0","0"
"44","Manu.","2","0"
"45","""No","0","0"
"46","Manu,","2","0"
"47","not","0","0"
"48","today.","2","0"
"49","If","0","0"
"50","you","0","0"
"51","wear","0","0"
"52","your","0","0"
"53","raincoat,","2","0"
"54","you","0","0"
"55","will","0","0"
"56","look","0","0"
"57","quite","0","0"
"58","funny!""","2","0"
"59","said","0","0"
"60","Ma.","2","0"
"61","On","0","0"
"62","Tuesday,","2","0"
"63","the","0","0"
"64","sky","0","0"
"65","was","0","0"
"66","blue.","2","0"
"67","""Ma,","2","0"
"68","WHEN","0","0"
"69","will","0","0"
"70","my","0","0"
"71","wish","0","0"
"72","come","0","0"
"73","true?""","2","0"
"74","asked","0","0"
"75","Manu.","2","0"
"76","""Not","0","0"
"77","today,","2","0"
"78","my","0","0"
"79","dear,","2","0"
"80","there","0","0"
"81","is","0","0"
"82","just","0","0"
"83","one","0","0"
"84","white","0","0"
"85","cloud","0","0"
"86","in","0","0"
"87","the","0","0"
"88","sky!""","2","0"
"89","said","0","0"
"90","Ma.","2","0"
"91","Wednesday","0","0"
"92","was","0","0"
"93","hot.","2","0"
