"wordNo","origtext","boundary","prominence"
"0","""Ma,","2","0"
"1","WHY","0","0"
"2","doesn't","0","0"
"3","it","0","0"
"4","rain?""","2","0"
"5","asked","0","0"
"6","Manu.","2","0"
"7","""Son,","2","0"
"8","I","0","0"
"9","think","0","0"
"10","it","0","0"
"11","will","0","0"
"12","rain","0","0"
"13","very","0","0"
"14","soon.","2","0"
"15","Maybe","0","0"
"16","even","0","0"
"17","before","0","0"
"18","it","0","0"
"19","is","0","0"
"20","noon,""","2","0"
"21","said","0","0"
"22","Ma.","2","0"
"23","On","0","0"
"24","Thursday","0","0"
"25","Manu","0","0"
"26","went","0","0"
"27","on","0","0"
"28","a","0","0"
"29","picnic.","2","0"
"30","""Ma,","2","0"
"31","WHAT","0","0"
"32","if","0","0"
"33","it","0","0"
"34","rains?","2","0"
"35","Shall","0","0"
"36","I","0","0"
"37","take","0","0"
"38","the","0","0"
"39","raincoat","0","0"
"40","with","0","0"
"41","me?""","2","0"
"42","asked","0","0"
"43","Manu.","2","0"
"44","""No","0","0"
"45","my","0","0"
"46","dear,","2","0"
"47","it","0","0"
"48","will","0","0"
"49","not","0","0"
"50","rain","0","0"
"51","today.","2","0"
"52","The","0","0"
"53","little","0","0"
"54","white","0","0"
"55","clouds","0","0"
"56","are","0","0"
"57","too","0","0"
"58","high","0","0"
"59","in","0","0"
"60","the","0","0"
"61","sky,""","2","0"
"62","said","0","0"
"63","Ma.","2","0"
"64","Friday","0","0"
"65","was","0","0"
"66","cloudy.","2","0"
"67","""Ma,","2","0"
"68","will","0","0"
"69","it","0","0"
"70","rain","0","0"
"71","today?""","2","0"
"72","asked","0","0"
"73","Manu","0","0"
"74","loudly.","2","0"
"75","""It","0","0"
"76","might,","2","0"
"77","my","0","0"
"78","dear.","2","0"
"79","There","0","0"
"80","are","0","0"
"81","some","0","0"
"82","dark","0","0"
"83","clouds","0","0"
"84","low","0","0"
"85","down","0","0"
"86","in","0","0"
"87","the","0","0"
"88","sky,""","2","0"
"89","said","0","0"
"90","Ma.","2","0"
