# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,कुछ,,,,,,,,,,,,,,,,,0,,,,
1,देर,,,,,,,,,,,,,,,,,0,,,,
2,विचार,,,,,,,,,,,,,,,,,0,,,,
3,करने,,,,,,,,,,,,,,,,,0,,,,
4,के,,,,,,,,,,,,,,,,,0,,,,
5,बाद,,,,,,,,,,,,,,,,,1,,,,
6,उसने,,,,,,,,,,,,,,,,,0,,,,
7,अपने,,,,,,,,,,,,,,,,,0,,,,
8,सैनिकों,,,,,,,,,,,,,,,,,0,,,,
9,व,,,,,,,,,,,,,,,,,0,,,,
10,मंत्रियों,,,,,,,,,,,,,,,,,0.5,,,,
11,को,,,,,,,,,,,,,,,,,0,,,,
12,आदेश,,,,,,,,,,,,,,,,,0,,,,
13,दिया,,,,,,,,,,,,,,,,,1,,,,
14,कि,,,,,,,,,,,,,,,,,1,,,,
15,देश,,,,,,,,,,,,,,,,,0,,,,
16,की,,,,,,,,,,,,,,,,,0,,,,
17,संपूर्ण,,,,,,,,,,,,,,,,,0,,,,
18,सड़कें,,,,,,,,,,,,,,,,,0.5,,,,
19,चमड़े,,,,,,,,,,,,,,,,,0,,,,
20,से,,,,,,,,,,,,,,,,,0,,,,
21,ढक,,,,,,,,,,,,,,,,,0,,,,
22,दी,,,,,,,,,,,,,,,,,0,,,,
23,जाएं।,,,,,,,,,,,,,,,,,2,,,,
24,राजा,,,,,,,,,,,,,,,,,0,,,,
25,का,,,,,,,,,,,,,,,,,0,,,,
26,ऐसा,,,,,,,,,,,,,,,,,0,,,,
27,आदेश,,,,,,,,,,,,,,,,,0,,,,
28,सुनकर,,,,,,,,,,,,,,,,,1,,,,
29,सब,,,,,,,,,,,,,,,,,0,,,,
30,सकते,,,,,,,,,,,,,,,,,0,,,,
31,में,,,,,,,,,,,,,,,,,0,,,,
32,आ,,,,,,,,,,,,,,,,,0,,,,
33,गए।,,,,,,,,,,,,,,,,,2,,,,
34,लेकिन,,,,,,,,,,,,,,,,,1,,,,
35,किसी,,,,,,,,,,,,,,,,,0,,,,
36,ने,,,,,,,,,,,,,,,,,0,,,,
37,भी,,,,,,,,,,,,,,,,,0.5,,,,
38,मना,,,,,,,,,,,,,,,,,0,,,,
39,करने,,,,,,,,,,,,,,,,,0,,,,
40,की,,,,,,,,,,,,,,,,,0,,,,
41,हिम्मत,,,,,,,,,,,,,,,,,0,,,,
42,नहीं,,,,,,,,,,,,,,,,,0,,,,
43,दिखाई।,,,,,,,,,,,,,,,,,2,,,,
44,यह,,,,,,,,,,,,,,,,,0,,,,
45,तो,,,,,,,,,,,,,,,,,0,,,,
46,निश्चित,,,,,,,,,,,,,,,,,0,,,,
47,ही,,,,,,,,,,,,,,,,,0,,,,
48,था,,,,,,,,,,,,,,,,,1,,,,
49,कि,,,,,,,,,,,,,,,,,1,,,,
50,इस,,,,,,,,,,,,,,,,,0,,,,
51,काम,,,,,,,,,,,,,,,,,0,,,,
52,के,,,,,,,,,,,,,,,,,0,,,,
53,लिए,,,,,,,,,,,,,,,,,1,,,,
54,बहुत,,,,,,,,,,,,,,,,,0,,,,
55,सारे,,,,,,,,,,,,,,,,,0,,,,
56,रुपए,,,,,,,,,,,,,,,,,0,,,,
57,की,,,,,,,,,,,,,,,,,0,,,,
58,जरूरत,,,,,,,,,,,,,,,,,0,,,,
59,थी।,,,,,,,,,,,,,,,,,2,,,,
60,लेकिन,,,,,,,,,,,,,,,,,0,,,,
61,फिर,,,,,,,,,,,,,,,,,0,,,,
62,भी,,,,,,,,,,,,,,,,,0.5,,,,
63,किसी,,,,,,,,,,,,,,,,,0,,,,
64,ने,,,,,,,,,,,,,,,,,0,,,,
65,कुछ,,,,,,,,,,,,,,,,,0,,,,
66,नहीं,,,,,,,,,,,,,,,,,0,,,,
67,कहा।,,,,,,,,,,,,,,,,,2,,,,
