# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,No,no,,,,,,,,,,,,,,,,0,2,,,
1,other,other,,,,,,,,,,,,,,,,0,0,,,
2,animals,animals,,,,,,,,,,,,,,,,1,0,,,
3,use,use,,,,,,,,,,,,,,,,0,0,,,
4,silk,silk,,,,,,,,,,,,,,,,1,2,,,
5,in,in,,,,,,,,,,,,,,,,0,0,,,
6,as,as,,,,,,,,,,,,,,,,0,1,,,
7,many,many,,,,,,,,,,,,,,,,0,1,,,
8,ways,ways,,,,,,,,,,,,,,,,1,0,,,
9,as,as,,,,,,,,,,,,,,,,0,0,,,
10,do,do,,,,,,,,,,,,,,,,0,0,,,
11,the,the,,,,,,,,,,,,,,,,0,0,,,
12,spiders.,spiders,,,,,,,,,,,,,,,,2,2,,,
13,They,they,,,,,,,,,,,,,,,,0,0,,,
14,make,make,,,,,,,,,,,,,,,,0,1,,,
15,it,it,,,,,,,,,,,,,,,,0,0,,,
16,into,into,,,,,,,,,,,,,,,,0,0,,,
17,"houses,",houses,,,,,,,,,,,,,,,,1,1,,,
18,"lifelines,",lifelines,,,,,,,,,,,,,,,,1,2,,,
19,"aeroplanes,",aeroplanes,,,,,,,,,,,,,,,,1,0,,,
20,and,and,,,,,,,,,,,,,,,,0,0,,,
21,the,the,,,,,,,,,,,,,,,,0,0,,,
22,beautiful,beautiful,,,,,,,,,,,,,,,,0,2,,,
23,webs,webs,,,,,,,,,,,,,,,,1,1,,,
24,that,that,,,,,,,,,,,,,,,,0,0,,,
25,all,all,,,,,,,,,,,,,,,,0,1,,,
26,of,of,,,,,,,,,,,,,,,,0,0,,,
27,us,us,,,,,,,,,,,,,,,,0,1,,,
28,know,know,,,,,,,,,,,,,,,,0,1,,,
29,so,so,,,,,,,,,,,,,,,,0,1,,,
30,well.,well,,,,,,,,,,,,,,,,2,1,,,
31,Spiders,spiders,,,,,,,,,,,,,,,,0,2,,,
32,are,are,,,,,,,,,,,,,,,,0,0,,,
33,found,found,,,,,,,,,,,,,,,,0,0,,,
34,in,in,,,,,,,,,,,,,,,,0,0,,,
35,almost,almost,,,,,,,,,,,,,,,,0,0,,,
36,every,every,,,,,,,,,,,,,,,,0,2,,,
37,part,part,,,,,,,,,,,,,,,,0,0,,,
38,of,of,,,,,,,,,,,,,,,,0,0,,,
39,the,the,,,,,,,,,,,,,,,,0,0,,,
40,"world,",world,,,,,,,,,,,,,,,,1,0,,,
41,no,no,,,,,,,,,,,,,,,,0,2,,,
42,matter,matter,,,,,,,,,,,,,,,,1,0,,,
43,whether,whether,,,,,,,,,,,,,,,,0,0,,,
44,the,the,,,,,,,,,,,,,,,,0,0,,,
45,climate,climate,,,,,,,,,,,,,,,,0,1,,,
46,is,is,,,,,,,,,,,,,,,,0,0,,,
47,hot,hot,,,,,,,,,,,,,,,,0,2,,,
48,or,or,,,,,,,,,,,,,,,,0,0,,,
49,cold.,cold,,,,,,,,,,,,,,,,2,2,,,
50,They,they,,,,,,,,,,,,,,,,0,0,,,
51,run,run,,,,,,,,,,,,,,,,0,1,,,
52,on,on,,,,,,,,,,,,,,,,0,0,,,
53,the,the,,,,,,,,,,,,,,,,0,0,,,
54,"ground,",ground,,,,,,,,,,,,,,,,1,1,,,
55,dig,dig,,,,,,,,,,,,,,,,0,1,,,
56,"holes,",holes,,,,,,,,,,,,,,,,1,0,,,
57,climb,climb,,,,,,,,,,,,,,,,0,1,,,
58,"plants,",plants,,,,,,,,,,,,,,,,1,1,,,
59,run,run,,,,,,,,,,,,,,,,0,1,,,
60,on,on,,,,,,,,,,,,,,,,0,0,,,
61,"water,",water,,,,,,,,,,,,,,,,1,2,,,
62,even,even,,,,,,,,,,,,,,,,0,0,,,
63,live,live,,,,,,,,,,,,,,,,0,1,,,
64,in,in,,,,,,,,,,,,,,,,0,0,,,
65,it.,it,,,,,,,,,,,,,,,,2,0,,,
