# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,Butterflies,butterflies,,,,,,,,,,,,,,,,0,2,,,
1,are,are,,,,,,,,,,,,,,,,0,0,,,
2,surely,surely,,,,,,,,,,,,,,,,0,2,,,
3,some,some,,,,,,,,,,,,,,,,0,0,,,
4,of,of,,,,,,,,,,,,,,,,0,0,,,
5,the,the,,,,,,,,,,,,,,,,0,0,,,
6,most,most,,,,,,,,,,,,,,,,0,0,,,
7,beautiful,beautiful,,,,,,,,,,,,,,,,0,2,,,
8,creatures,creatures,,,,,,,,,,,,,,,,0,0,,,
9,in,in,,,,,,,,,,,,,,,,0,0,,,
10,the,the,,,,,,,,,,,,,,,,0,0,,,
11,world.,world,,,,,,,,,,,,,,,,2,0,,,
12,They,they,,,,,,,,,,,,,,,,0,0,,,
13,are,are,,,,,,,,,,,,,,,,0,0,,,
14,beautiful,beautiful,,,,,,,,,,,,,,,,1,2,,,
15,because,because,,,,,,,,,,,,,,,,0,0,,,
16,of,of,,,,,,,,,,,,,,,,0,0,,,
17,the,the,,,,,,,,,,,,,,,,0,0,,,
18,brilliant,brilliant,,,,,,,,,,,,,,,,0,2,,,
19,colours,colours,,,,,,,,,,,,,,,,0,1,,,
20,of,of,,,,,,,,,,,,,,,,0,0,,,
21,their,their,,,,,,,,,,,,,,,,0,0,,,
22,wings.,wings,,,,,,,,,,,,,,,,2,1,,,
23,If,if,,,,,,,,,,,,,,,,0,0,,,
24,you,you,,,,,,,,,,,,,,,,0,1,,,
25,look,look,,,,,,,,,,,,,,,,0,1,,,
26,at,at,,,,,,,,,,,,,,,,0,0,,,
27,a,a,,,,,,,,,,,,,,,,0,0,,,
28,butterfly's,butterfly's,,,,,,,,,,,,,,,,0,1,,,
29,wings,wings,,,,,,,,,,,,,,,,1,1,,,
30,through,through,,,,,,,,,,,,,,,,0,1,,,
31,a,a,,,,,,,,,,,,,,,,0,0,,,
32,magnifying,magnifying,,,,,,,,,,,,,,,,0,2,,,
33,"glass,",glass,,,,,,,,,,,,,,,,1,1,,,
34,you,you,,,,,,,,,,,,,,,,0,1,,,
35,will,will,,,,,,,,,,,,,,,,0,0,,,
36,see,see,,,,,,,,,,,,,,,,0,1,,,
37,that,that,,,,,,,,,,,,,,,,0,0,,,
38,they,they,,,,,,,,,,,,,,,,0,0,,,
39,are,are,,,,,,,,,,,,,,,,0,0,,,
40,covered,covered,,,,,,,,,,,,,,,,0,2,,,
41,with,with,,,,,,,,,,,,,,,,0,0,,,
42,very,very,,,,,,,,,,,,,,,,0,2,,,
43,small,small,,,,,,,,,,,,,,,,0,1,,,
44,scales.,scales,,,,,,,,,,,,,,,,2,2,,,
45,It,it,,,,,,,,,,,,,,,,0,1,,,
46,is,is,,,,,,,,,,,,,,,,0,0,,,
47,these,these,,,,,,,,,,,,,,,,0,1,,,
48,scales,scales,,,,,,,,,,,,,,,,0.5,1,,,
49,which,which,,,,,,,,,,,,,,,,0,0,,,
50,have,have,,,,,,,,,,,,,,,,0,0,,,
51,colour.,colour,,,,,,,,,,,,,,,,2,2,,,
52,Without,without,,,,,,,,,,,,,,,,0,1,,,
53,these,these,,,,,,,,,,,,,,,,0,0,,,
54,"scales,",scales,,,,,,,,,,,,,,,,1,0,,,
55,the,the,,,,,,,,,,,,,,,,0,0,,,
56,wings,wings,,,,,,,,,,,,,,,,0,1,,,
57,would,would,,,,,,,,,,,,,,,,0,0,,,
58,be,be,,,,,,,,,,,,,,,,0,0,,,
59,transparent.,transparent,,,,,,,,,,,,,,,,2,2,,,
60,The,the,,,,,,,,,,,,,,,,0,0,,,
61,colours,colours,,,,,,,,,,,,,,,,0,2,,,
62,on,on,,,,,,,,,,,,,,,,0,0,,,
63,the,the,,,,,,,,,,,,,,,,0,0,,,
64,wings,wings,,,,,,,,,,,,,,,,0.5,1,,,
65,make,make,,,,,,,,,,,,,,,,0,0,,,
66,very,very,,,,,,,,,,,,,,,,0,2,,,
67,fine,fine,,,,,,,,,,,,,,,,0,2,,,
68,patterns.,patterns,,,,,,,,,,,,,,,,2,0,,,
