# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,As,as,,,,,,,,,,,,,,,,0,,,,
1,she,she,,,,,,,,,,,,,,,,0,,,,
2,"walked,",walked,,,,,,,,,,,,,,,,1,,,,
3,she,she,,,,,,,,,,,,,,,,0,,,,
4,listened,listened,,,,,,,,,,,,,,,,0.5,,,,
5,to,to,,,,,,,,,,,,,,,,0,,,,
6,the,the,,,,,,,,,,,,,,,,0,,,,
7,sound,sound,,,,,,,,,,,,,,,,0.5,,,,
8,of,of,,,,,,,,,,,,,,,,0,,,,
9,the,the,,,,,,,,,,,,,,,,0,,,,
10,wind.,wind,,,,,,,,,,,,,,,,2,,,,
11,She,she,,,,,,,,,,,,,,,,0,,,,
12,saw,saw,,,,,,,,,,,,,,,,0.5,,,,
13,the,the,,,,,,,,,,,,,,,,0,,,,
14,shining,shining,,,,,,,,,,,,,,,,0,,,,
15,sun.,sun,,,,,,,,,,,,,,,,2,,,,
16,She,she,,,,,,,,,,,,,,,,0,,,,
17,saw,saw,,,,,,,,,,,,,,,,0.5,,,,
18,the,the,,,,,,,,,,,,,,,,0,,,,
19,clouds,clouds,,,,,,,,,,,,,,,,0.5,,,,
20,passing,passing,,,,,,,,,,,,,,,,0,,,,
21,by.,by,,,,,,,,,,,,,,,,2,,,,
22,She,she,,,,,,,,,,,,,,,,0,,,,
23,saw,saw,,,,,,,,,,,,,,,,0.5,,,,
24,the,the,,,,,,,,,,,,,,,,0,,,,
25,white,white,,,,,,,,,,,,,,,,0,,,,
26,flowers.,flowers,,,,,,,,,,,,,,,,2,,,,
27,She,she,,,,,,,,,,,,,,,,0,,,,
28,saw,saw,,,,,,,,,,,,,,,,0.5,,,,
29,the,the,,,,,,,,,,,,,,,,0,,,,
30,green,green,,,,,,,,,,,,,,,,0,,,,
31,grass.,grass,,,,,,,,,,,,,,,,2,,,,
32,She,she,,,,,,,,,,,,,,,,0,,,,
33,saw,saw,,,,,,,,,,,,,,,,0.5,,,,
34,how,how,,,,,,,,,,,,,,,,0,,,,
35,beautiful,beautiful,,,,,,,,,,,,,,,,0,,,,
36,everything,everything,,,,,,,,,,,,,,,,0,,,,
37,was.,was,,,,,,,,,,,,,,,,2,,,,
38,And,and,,,,,,,,,,,,,,,,0.5,,,,
39,she,she,,,,,,,,,,,,,,,,0,,,,
40,began,began,,,,,,,,,,,,,,,,0.5,,,,
41,to,to,,,,,,,,,,,,,,,,0,,,,
42,smile.,smile,,,,,,,,,,,,,,,,2,,,,
43,She,she,,,,,,,,,,,,,,,,0,,,,
44,looked,looked,,,,,,,,,,,,,,,,0.5,,,,
45,at,at,,,,,,,,,,,,,,,,0,,,,
46,everything.,everything,,,,,,,,,,,,,,,,2,,,,
47,She,she,,,,,,,,,,,,,,,,0,,,,
48,listened,listened,,,,,,,,,,,,,,,,0.5,,,,
49,to,to,,,,,,,,,,,,,,,,0,,,,
50,everything.,everything,,,,,,,,,,,,,,,,2,,,,
51,And,and,,,,,,,,,,,,,,,,0,,,,
52,then,then,,,,,,,,,,,,,,,,0.5,,,,
53,she,she,,,,,,,,,,,,,,,,0,,,,
54,began,began,,,,,,,,,,,,,,,,0.5,,,,
55,to,to,,,,,,,,,,,,,,,,0,,,,
56,laugh.,laugh,,,,,,,,,,,,,,,,2,,,,
57,And,and,,,,,,,,,,,,,,,,0,,,,
58,she,she,,,,,,,,,,,,,,,,0,,,,
59,laughed,laughed,,,,,,,,,,,,,,,,0.5,,,,
60,and,and,,,,,,,,,,,,,,,,0,,,,
61,laughed,laughed,,,,,,,,,,,,,,,,0.5,,,,
62,and,and,,,,,,,,,,,,,,,,0,,,,
63,laughed.,laughed,,,,,,,,,,,,,,,,2,,,,
64,She,she,,,,,,,,,,,,,,,,0,,,,
65,wasn't,wasn't,,,,,,,,,,,,,,,,0,,,,
66,sad,sad,,,,,,,,,,,,,,,,0.5,,,,
67,any,any,,,,,,,,,,,,,,,,0,,,,
68,longer.,longer,,,,,,,,,,,,,,,,2,,,,
