# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,Gold,gold,,,,,,,,,,,,,,,,0,2,,,
1,is,is,,,,,,,,,,,,,,,,0,0,,,
2,bright,bright,,,,,,,,,,,,,,,,0,2,,,
3,yellow.,yellow,,,,,,,,,,,,,,,,2,1,,,
4,It,it,,,,,,,,,,,,,,,,0,0,,,
5,is,is,,,,,,,,,,,,,,,,0,0,,,
6,the,the,,,,,,,,,,,,,,,,0,0,,,
7,colour,colour,,,,,,,,,,,,,,,,0,2,,,
8,of,of,,,,,,,,,,,,,,,,0,0,,,
9,the,the,,,,,,,,,,,,,,,,0,0,,,
10,sun.,sun,,,,,,,,,,,,,,,,2,1,,,
11,We,we,,,,,,,,,,,,,,,,0,1,,,
12,find,find,,,,,,,,,,,,,,,,0,1,,,
13,gold,gold,,,,,,,,,,,,,,,,0.5,1,,,
14,deep,deep,,,,,,,,,,,,,,,,0,2,,,
15,inside,inside,,,,,,,,,,,,,,,,0,0,,,
16,the,the,,,,,,,,,,,,,,,,0,0,,,
17,earth.,earth,,,,,,,,,,,,,,,,2,2,,,
18,It,it,,,,,,,,,,,,,,,,0,0,,,
19,lies,lies,,,,,,,,,,,,,,,,0,0,,,
20,far,far,,,,,,,,,,,,,,,,0,2,,,
21,away,away,,,,,,,,,,,,,,,,0.5,1,,,
22,from,from,,,,,,,,,,,,,,,,0,0,,,
23,the,the,,,,,,,,,,,,,,,,0,0,,,
24,sun's,sun's,,,,,,,,,,,,,,,,0,1,,,
25,light.,light,,,,,,,,,,,,,,,,2,1,,,
26,We,we,,,,,,,,,,,,,,,,0,1,,,
27,have,have,,,,,,,,,,,,,,,,0,0,,,
28,to,to,,,,,,,,,,,,,,,,0,0,,,
29,dig,dig,,,,,,,,,,,,,,,,0,2,,,
30,into,into,,,,,,,,,,,,,,,,0,0,,,
31,the,the,,,,,,,,,,,,,,,,0,0,,,
32,earth,earth,,,,,,,,,,,,,,,,1,0,,,
33,to,to,,,,,,,,,,,,,,,,0,0,,,
34,take,take,,,,,,,,,,,,,,,,0,1,,,
35,the,the,,,,,,,,,,,,,,,,0,0,,,
36,gold,gold,,,,,,,,,,,,,,,,0,1,,,
37,out.,out,,,,,,,,,,,,,,,,2,1,,,
38,"Sometimes,",sometimes,,,,,,,,,,,,,,,,1,1,,,
39,we,we,,,,,,,,,,,,,,,,0,1,,,
40,have,have,,,,,,,,,,,,,,,,0,0,,,
41,to,to,,,,,,,,,,,,,,,,0,0,,,
42,cut,cut,,,,,,,,,,,,,,,,0,1,,,
43,a,a,,,,,,,,,,,,,,,,0,0,,,
44,mile,mile,,,,,,,,,,,,,,,,0,2,,,
45,deep.,deep,,,,,,,,,,,,,,,,2,1,,,
46,These,these,,,,,,,,,,,,,,,,0,1,,,
47,'cuts',cuts,,,,,,,,,,,,,,,,0,1,,,
48,are,are,,,,,,,,,,,,,,,,0,0,,,
49,called,called,,,,,,,,,,,,,,,,0,0,,,
50,mines.,mines,,,,,,,,,,,,,,,,2,2,,,
51,People,people,,,,,,,,,,,,,,,,0,2,,,
52,fight,fight,,,,,,,,,,,,,,,,0,1,,,
53,for,for,,,,,,,,,,,,,,,,0,0,,,
54,these,these,,,,,,,,,,,,,,,,0,1,,,
55,mines.,mines,,,,,,,,,,,,,,,,2,1,,,
56,This,this,,,,,,,,,,,,,,,,0,2,,,
57,is,is,,,,,,,,,,,,,,,,0,0,,,
58,because,because,,,,,,,,,,,,,,,,1,0,,,
59,gold,gold,,,,,,,,,,,,,,,,0,1,,,
60,is,is,,,,,,,,,,,,,,,,0,0,,,
61,considered,considered,,,,,,,,,,,,,,,,0,1,,,
62,to,to,,,,,,,,,,,,,,,,0,0,,,
63,be,be,,,,,,,,,,,,,,,,0,0,,,
64,precious.,precious,,,,,,,,,,,,,,,,2,2,,,
