# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,Perhaps,perhaps,,,,,,,,,,,,,,,,1,,,,
1,you,you,,,,,,,,,,,,,,,,0,,,,
2,know,know,,,,,,,,,,,,,,,,0,,,,
3,someone,someone,,,,,,,,,,,,,,,,1,,,,
4,who,who,,,,,,,,,,,,,,,,0,,,,
5,gets,gets,,,,,,,,,,,,,,,,0,,,,
6,out,out,,,,,,,,,,,,,,,,0,,,,
7,of,of,,,,,,,,,,,,,,,,0,,,,
8,bed,bed,,,,,,,,,,,,,,,,1,,,,
9,and,and,,,,,,,,,,,,,,,,0,,,,
10,walks,walks,,,,,,,,,,,,,,,,0,,,,
11,around,around,,,,,,,,,,,,,,,,0,,,,
12,while,while,,,,,,,,,,,,,,,,0,,,,
13,sleeping.,sleeping,,,,,,,,,,,,,,,,2,,,,
14,"Usually,",usually,,,,,,,,,,,,,,,,1,,,,
15,the,the,,,,,,,,,,,,,,,,0,,,,
16,person,person,,,,,,,,,,,,,,,,0,,,,
17,comes,comes,,,,,,,,,,,,,,,,0,,,,
18,back,back,,,,,,,,,,,,,,,,0,,,,
19,to,to,,,,,,,,,,,,,,,,0,,,,
20,bed.,bed,,,,,,,,,,,,,,,,2,,,,
21,One,one,,,,,,,,,,,,,,,,0,,,,
22,"night,",night,,,,,,,,,,,,,,,,1,,,,
23,in,in,,,,,,,,,,,,,,,,0,,,,
24,"England,",england,,,,,,,,,,,,,,,,1,,,,
25,a,a,,,,,,,,,,,,,,,,0,,,,
26,young,young,,,,,,,,,,,,,,,,0,,,,
27,football,football,,,,,,,,,,,,,,,,0,,,,
28,player,player,,,,,,,,,,,,,,,,0.5,,,,
29,had,had,,,,,,,,,,,,,,,,0,,,,
30,a,a,,,,,,,,,,,,,,,,0,,,,
31,bad,bad,,,,,,,,,,,,,,,,0,,,,
32,dream.,dream,,,,,,,,,,,,,,,,2,,,,
33,He,he,,,,,,,,,,,,,,,,0,,,,
34,talked,talked,,,,,,,,,,,,,,,,0,,,,
35,"loudly,",loudly,,,,,,,,,,,,,,,,1,,,,
36,then,then,,,,,,,,,,,,,,,,0,,,,
37,he,he,,,,,,,,,,,,,,,,0,,,,
38,jumped,jumped,,,,,,,,,,,,,,,,0,,,,
39,out,out,,,,,,,,,,,,,,,,0,,,,
40,of,of,,,,,,,,,,,,,,,,0,,,,
41,bed.,bed,,,,,,,,,,,,,,,,2,,,,
42,He,he,,,,,,,,,,,,,,,,0,,,,
43,ran,ran,,,,,,,,,,,,,,,,0,,,,
44,through,through,,,,,,,,,,,,,,,,0,,,,
45,the,the,,,,,,,,,,,,,,,,0,,,,
46,"room,",room,,,,,,,,,,,,,,,,1,,,,
47,jumped,jumped,,,,,,,,,,,,,,,,0,,,,
48,out,out,,,,,,,,,,,,,,,,0,,,,
49,of,of,,,,,,,,,,,,,,,,0,,,,
50,the,the,,,,,,,,,,,,,,,,0,,,,
51,"window,",window,,,,,,,,,,,,,,,,1,,,,
52,and,and,,,,,,,,,,,,,,,,0,,,,
53,fell,fell,,,,,,,,,,,,,,,,0,,,,
54,into,into,,,,,,,,,,,,,,,,0,,,,
55,the,the,,,,,,,,,,,,,,,,0,,,,
56,garden,garden,,,,,,,,,,,,,,,,1,,,,
57,eighteen,eighteen,,,,,,,,,,,,,,,,0,,,,
58,feet,feet,,,,,,,,,,,,,,,,0,,,,
59,below.,below,,,,,,,,,,,,,,,,2,,,,
60,Then,then,,,,,,,,,,,,,,,,0,,,,
61,he,he,,,,,,,,,,,,,,,,0,,,,
62,ran,ran,,,,,,,,,,,,,,,,0,,,,
63,onto,onto,,,,,,,,,,,,,,,,0,,,,
64,the,the,,,,,,,,,,,,,,,,0,,,,
65,"road,",road,,,,,,,,,,,,,,,,1,,,,
66,and,and,,,,,,,,,,,,,,,,0,,,,
67,woke,woke,,,,,,,,,,,,,,,,0,,,,
68,up.,up,,,,,,,,,,,,,,,,2,,,,
69,He,he,,,,,,,,,,,,,,,,0,,,,
70,"stopped,",stopped,,,,,,,,,,,,,,,,1,,,,
71,very,very,,,,,,,,,,,,,,,,0,,,,
72,"surprised,",surprised,,,,,,,,,,,,,,,,1,,,,
73,but,but,,,,,,,,,,,,,,,,0,,,,
74,unhurt.,unhurt,,,,,,,,,,,,,,,,2,,,,
