# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
0,Bears,bears,,,,,,,,,,,,,,,,0,2,,,
1,are,are,,,,,,,,,,,,,,,,0,0,,,
2,found,found,,,,,,,,,,,,,,,,0,0,,,
3,in,in,,,,,,,,,,,,,,,,0,0,,,
4,"Europe,",europe,,,,,,,,,,,,,,,,1,1,,,
5,"Asia,",asia,,,,,,,,,,,,,,,,1,1,,,
6,Africa,africa,,,,,,,,,,,,,,,,1,1,,,
7,and,and,,,,,,,,,,,,,,,,0,0,,,
8,America.,america,,,,,,,,,,,,,,,,2,1,,,
9,They,they,,,,,,,,,,,,,,,,0,0,,,
10,have,have,,,,,,,,,,,,,,,,0,0,,,
11,big,big,,,,,,,,,,,,,,,,0,2,,,
12,"bodies,",bodies,,,,,,,,,,,,,,,,1,0,,,
13,with,with,,,,,,,,,,,,,,,,0,0,,,
14,short,short,,,,,,,,,,,,,,,,0,2,,,
15,tails,tails,,,,,,,,,,,,,,,,0,0,,,
16,and,and,,,,,,,,,,,,,,,,0,0,,,
17,thick,thick,,,,,,,,,,,,,,,,0,2,,,
18,legs.,legs,,,,,,,,,,,,,,,,2,1,,,
19,Polar,polar,,,,,,,,,,,,,,,,0,2,,,
20,"bears,",bears,,,,,,,,,,,,,,,,1,0,,,
21,which,which,,,,,,,,,,,,,,,,0,0,,,
22,live,live,,,,,,,,,,,,,,,,0,1,,,
23,in,in,,,,,,,,,,,,,,,,0,0,,,
24,the,the,,,,,,,,,,,,,,,,0,0,,,
25,coldest,coldest,,,,,,,,,,,,,,,,0,2,,,
26,part,part,,,,,,,,,,,,,,,,0,0,,,
27,of,of,,,,,,,,,,,,,,,,0,0,,,
28,the,the,,,,,,,,,,,,,,,,0,0,,,
29,"world,",world,,,,,,,,,,,,,,,,1,0,,,
30,usually,usually,,,,,,,,,,,,,,,,0,1,,,
31,eat,eat,,,,,,,,,,,,,,,,0,0,,,
32,fish,fish,,,,,,,,,,,,,,,,0,2,,,
33,and,and,,,,,,,,,,,,,,,,0,0,,,
34,seals.,seals,,,,,,,,,,,,,,,,2,2,,,
35,When,when,,,,,,,,,,,,,,,,0,0,,,
36,kept,kept,,,,,,,,,,,,,,,,0,1,,,
37,in,in,,,,,,,,,,,,,,,,0,0,,,
38,cages,cages,,,,,,,,,,,,,,,,0,2,,,
39,or,or,,,,,,,,,,,,,,,,0,1,,,
40,in,in,,,,,,,,,,,,,,,,0,0,,,
41,"zoos,",zoos,,,,,,,,,,,,,,,,1,2,,,
42,bears,bears,,,,,,,,,,,,,,,,0,0,,,
43,like,like,,,,,,,,,,,,,,,,0,1,,,
44,to,to,,,,,,,,,,,,,,,,0,0,,,
45,eat,eat,,,,,,,,,,,,,,,,0,0,,,
46,"meat,",meat,,,,,,,,,,,,,,,,1,2,,,
47,"vegetables,",vegetables,,,,,,,,,,,,,,,,1,2,,,
48,milk,milk,,,,,,,,,,,,,,,,1,2,,,
49,and,and,,,,,,,,,,,,,,,,0,0,,,
50,rice.,rice,,,,,,,,,,,,,,,,2,1,,,
51,Bears,bears,,,,,,,,,,,,,,,,0,2,,,
52,are,are,,,,,,,,,,,,,,,,0,0,,,
53,not,not,,,,,,,,,,,,,,,,0,1,,,
54,quite,quite,,,,,,,,,,,,,,,,0,1,,,
55,as,as,,,,,,,,,,,,,,,,0,0,,,
56,dangerous,dangerous,,,,,,,,,,,,,,,,0,2,,,
57,as,as,,,,,,,,,,,,,,,,0,0,,,
58,we,we,,,,,,,,,,,,,,,,0,1,,,
59,think,think,,,,,,,,,,,,,,,,0,1,,,
60,they,they,,,,,,,,,,,,,,,,0,0,,,
61,are.,are,,,,,,,,,,,,,,,,2,0,,,
62,Like,like,,,,,,,,,,,,,,,,0,1,,,
63,most,most,,,,,,,,,,,,,,,,0,1,,,
64,"animals,",animals,,,,,,,,,,,,,,,,1,0,,,
65,they,they,,,,,,,,,,,,,,,,0,0,,,
66,will,will,,,,,,,,,,,,,,,,0,0,,,
67,do,do,,,,,,,,,,,,,,,,0,0,,,
68,their,their,,,,,,,,,,,,,,,,0,0,,,
69,best,best,,,,,,,,,,,,,,,,0,2,,,
70,to,to,,,,,,,,,,,,,,,,0,0,,,
71,keep,keep,,,,,,,,,,,,,,,,0,1,,,
72,away,away,,,,,,,,,,,,,,,,0,2,,,
73,from,from,,,,,,,,,,,,,,,,0,1,,,
74,us.,us,,,,,,,,,,,,,,,,2,1,,,
